"bike_id","start_time","end_time","start_station_id","end_station_id","user_type","rental_access_method","bike_share_for_all_trip"
1031,"2019-09-30 23:07:49.469","2019-09-30 23:20:28.048",47,10,"Subscriber",NULL,"Yes"
11695,"2019-09-30 23:18:24.364","2019-09-30 23:20:22.658",76,75,"Subscriber",NULL,"No"
12032,"2019-09-30 23:07:12.833","2019-09-30 23:18:17.781",175,180,"Customer",NULL,"No"
11695,"2019-09-30 23:15:11.151","2019-09-30 23:17:53.906",98,76,"Subscriber",NULL,"No"
10105,"2019-09-30 23:08:18.298","2019-09-30 23:17:38.171",270,152,"Subscriber",NULL,"Yes"
10488,"2019-09-30 23:01:11.579","2019-09-30 23:17:13.092",206,151,"Customer",NULL,"No"
11408,"2019-09-30 23:03:01.365","2019-09-30 23:15:54.863",341,296,"Subscriber",NULL,"Yes"
11695,"2019-09-30 23:12:34.721","2019-09-30 23:15:00.542",107,98,"Subscriber",NULL,"No"
10388,"2019-09-30 23:07:17.951","2019-09-30 23:13:34.179",43,74,"Subscriber",NULL,"No"
12017,"2019-09-30 22:59:43.808","2019-09-30 23:12:41.432",91,28,"Subscriber",NULL,"No"
12304,"2019-09-30 23:04:08.145","2019-09-30 23:12:25.944",50,115,"Subscriber",NULL,"No"
2605,"2019-09-30 23:05:03.646","2019-09-30 23:11:21.346",134,109,"Customer",NULL,"No"
9869,"2019-09-30 23:03:30.442","2019-09-30 23:08:55.872",124,122,"Customer",NULL,"No"
3601,"2019-09-30 23:02:49.429","2019-09-30 23:08:40.589",72,74,"Subscriber",NULL,"No"
1715,"2019-09-30 23:02:15.039","2019-09-30 23:08:03.02",182,182,"Customer",NULL,"No"
10311,"2019-09-30 22:53:01.559","2019-09-30 23:05:28.631",371,371,"Subscriber",NULL,"No"
11869,"2019-09-30 22:47:20.225","2019-09-30 23:03:07.395",121,85,"Subscriber",NULL,"No"
3675,"2019-09-30 22:50:32.693","2019-09-30 23:01:45.964",31,58,"Subscriber",NULL,"No"
10826,"2019-09-30 22:46:29.183","2019-09-30 23:01:03.607",9,60,"Subscriber",NULL,"No"
9910,"2019-09-30 22:49:58.177","2019-09-30 22:58:58.329",5,66,"Subscriber",NULL,"No"
12880,"2019-09-30 22:52:57.72","2019-09-30 22:58:44.99",35,426,"Subscriber",NULL,"Yes"
958,"2019-09-30 22:39:39.168","2019-09-30 22:57:26.792",453,355,"Subscriber",NULL,"No"
1782,"2019-09-30 22:51:01.236","2019-09-30 22:56:52.284",80,114,"Subscriber",NULL,"No"
2299,"2019-09-30 22:41:25.707","2019-09-30 22:55:55.378",336,41,"Subscriber",NULL,"Yes"
12963,"2019-09-30 22:35:06.689","2019-09-30 22:53:10.639",30,285,"Subscriber",NULL,"No"
12931,"2019-09-30 22:44:23.12","2019-09-30 22:50:35.514",58,368,"Subscriber",NULL,"No"
3446,"2019-09-30 22:46:27.554","2019-09-30 22:48:27.862",465,80,"Subscriber",NULL,"No"
10468,"2019-09-30 18:12:07.788","2019-09-30 22:48:10.522",241,188,"Customer",NULL,"No"
12193,"2019-09-30 22:44:27.816","2019-09-30 22:46:43.489",245,244,"Subscriber",NULL,"No"
12324,"2019-09-30 22:34:51.754","2019-09-30 22:45:15.481",17,36,"Subscriber",NULL,"No"
2392,"2019-09-30 22:40:43.932","2019-09-30 22:44:58.4",240,248,"Subscriber",NULL,"No"
10720,"2019-09-30 22:27:48.524","2019-09-30 22:43:49.732",281,309,"Subscriber",NULL,"Yes"
9480,"2019-09-30 22:29:26.914","2019-09-30 22:41:50.93",22,60,"Subscriber",NULL,"No"
3132,"2019-09-30 22:35:02.413","2019-09-30 22:41:11.791",240,267,"Subscriber",NULL,"No"
3351,"2019-09-30 22:38:40.367","2019-09-30 22:41:07.354",182,180,"Subscriber",NULL,"No"
1394,"2019-09-30 22:34:17.238","2019-09-30 22:40:03.477",240,242,"Subscriber",NULL,"No"
3544,"2019-09-30 22:30:37.775","2019-09-30 22:38:31.805",245,240,"Subscriber",NULL,"Yes"
10259,"2019-09-30 22:32:02.862","2019-09-30 22:38:14.018",350,81,"Customer",NULL,"No"
3446,"2019-09-30 22:26:38.052","2019-09-30 22:37:53.442",23,465,"Subscriber",NULL,"No"
12665,"2019-09-30 22:34:33.549","2019-09-30 22:37:52.332",247,244,"Subscriber",NULL,"No"
9741,"2019-09-30 22:25:13.525","2019-09-30 22:37:07.853",98,446,"Customer",NULL,"No"
317,"2019-09-30 22:27:17.14","2019-09-30 22:36:51.908",120,90,"Customer",NULL,"No"
10525,"2019-09-30 22:21:24.896","2019-09-30 22:34:29.629",44,72,"Subscriber",NULL,"No"
3066,"2019-09-30 22:19:22.136","2019-09-30 22:33:00.973",182,178,"Subscriber",NULL,"No"
2933,"2019-09-30 22:24:40.504","2019-09-30 22:32:09.44",182,179,"Customer",NULL,"No"
10491,"2019-09-30 22:19:57.388","2019-09-30 22:32:06.916",343,60,"Subscriber",NULL,"No"
2626,"2019-09-30 22:27:56.526","2019-09-30 22:31:54.183",253,247,"Subscriber",NULL,"No"
1474,"2019-09-30 22:06:26.959","2019-09-30 22:31:53.119",75,387,"Subscriber",NULL,"No"
12770,"2019-09-30 22:29:10.985","2019-09-30 22:31:48.182",120,121,"Subscriber",NULL,"No"
1078,"2019-09-30 22:15:29.729","2019-09-30 22:31:22.993",238,266,"Customer",NULL,"No"
889,"2019-09-30 22:25:06.525","2019-09-30 22:31:07.022",190,189,"Subscriber",NULL,"No"
11388,"2019-09-30 21:54:39.028","2019-09-30 22:31:06.942",60,455,"Subscriber",NULL,"No"
10388,"2019-09-30 22:21:05.464","2019-09-30 22:28:51.725",79,43,"Customer",NULL,"No"
12190,"2019-09-30 22:14:05.745","2019-09-30 22:27:55.416",182,197,"Customer",NULL,"No"
865,"2019-09-30 22:22:03.252","2019-09-30 22:27:52.59",171,170,"Subscriber",NULL,"No"
2124,"2019-09-30 22:14:57.431","2019-09-30 22:26:28.764",89,47,"Customer",NULL,"No"
698,"2019-09-30 22:18:10.692","2019-09-30 22:26:20.894",182,195,"Customer",NULL,"No"
314,"2019-09-30 22:14:19.011","2019-09-30 22:25:12.846",240,171,"Subscriber",NULL,"No"
223,"2019-09-30 22:19:16.833","2019-09-30 22:24:56.705",176,190,"Subscriber",NULL,"No"
12031,"2019-09-30 22:16:28.119","2019-09-30 22:24:52.212",51,440,"Subscriber",NULL,"Yes"
12475,"2019-09-30 22:05:21.859","2019-09-30 22:23:13.941",3,31,"Subscriber",NULL,"No"
12379,"2019-09-30 21:58:12.847","2019-09-30 22:23:10.588",66,58,"Customer",NULL,"No"
12306,"2019-09-30 22:20:10.992","2019-09-30 22:22:44.635",253,267,"Subscriber",NULL,"Yes"
1134,"2019-09-30 21:52:28.201","2019-09-30 22:22:38.525",122,377,"Subscriber",NULL,"No"
10353,"2019-09-30 22:08:30.971","2019-09-30 22:22:17.326",125,147,"Customer",NULL,"No"
12495,"2019-09-30 22:10:54.682","2019-09-30 22:21:13.613",316,312,"Subscriber",NULL,"No"
10927,"2019-09-30 22:12:39.357","2019-09-30 22:20:52.496",74,60,"Subscriber",NULL,"No"
12678,"2019-09-30 22:06:07.233","2019-09-30 22:20:48.031",195,152,"Subscriber",NULL,"No"
10362,"2019-09-30 22:07:40.187","2019-09-30 22:20:28.356",66,115,"Subscriber",NULL,"No"
17,"2019-09-30 22:16:11.845","2019-09-30 22:20:02.27",253,266,"Customer",NULL,"No"
11791,"2019-09-30 22:10:47.056","2019-09-30 22:19:35.675",15,6,"Customer",NULL,"No"
2454,"2019-09-30 22:13:07.41","2019-09-30 22:19:07.295",64,89,"Subscriber",NULL,"No"
9991,"2019-09-30 22:15:39.874","2019-09-30 22:19:06.818",70,53,"Subscriber",NULL,"No"
2227,"2019-09-30 22:04:45.776","2019-09-30 22:18:59.756",89,63,"Subscriber",NULL,"No"
2165,"2019-09-30 22:04:32.295","2019-09-30 22:18:48.767",254,168,"Customer",NULL,"No"
12573,"2019-09-30 22:14:32.249","2019-09-30 22:18:12.951",304,305,"Customer",NULL,"No"
10081,"2019-09-30 22:08:47.579","2019-09-30 22:17:50.835",324,11,"Subscriber",NULL,"No"
9601,"2019-09-30 22:10:21.679","2019-09-30 22:17:25.842",390,93,"Subscriber",NULL,"No"
480,"2019-09-30 22:07:05.023","2019-09-30 22:16:50.864",183,211,"Subscriber",NULL,"No"
9932,"2019-09-30 22:01:46.314","2019-09-30 22:16:20.815",74,133,"Subscriber",NULL,"No"
1788,"2019-09-30 22:06:28.879","2019-09-30 22:15:40.052",6,20,"Subscriber",NULL,"No"
12264,"2019-09-30 22:01:50.517","2019-09-30 22:15:26.912",27,364,"Customer",NULL,"No"
3573,"2019-09-30 22:09:01.604","2019-09-30 22:13:23.475",385,157,"Subscriber",NULL,"Yes"
12965,"2019-09-30 22:05:32.782","2019-09-30 22:13:17.079",208,357,"Subscriber",NULL,"Yes"
12709,"2019-09-30 21:41:55.451","2019-09-30 22:12:57.033",323,129,"Subscriber",NULL,"No"
758,"2019-09-30 22:07:23.488","2019-09-30 22:11:05.934",240,266,"Customer",NULL,"No"
12902,"2019-09-30 22:05:54.093","2019-09-30 22:10:33.112",114,104,"Customer",NULL,"No"
12625,"2019-09-30 22:07:36.021","2019-09-30 22:10:25.106",269,268,"Subscriber",NULL,"No"
12223,"2019-09-30 21:46:49.268","2019-09-30 22:10:04.208",355,356,"Subscriber",NULL,"No"
890,"2019-09-30 22:04:06.683","2019-09-30 22:08:35.793",53,365,"Subscriber",NULL,"No"
10262,"2019-09-30 21:39:04.358","2019-09-30 22:08:17.113",110,371,"Subscriber",NULL,"No"
1902,"2019-09-30 22:04:15.609","2019-09-30 22:07:42.217",278,277,"Subscriber",NULL,"Yes"
12258,"2019-09-30 21:56:46.245","2019-09-30 22:07:37.832",207,274,"Customer",NULL,"No"
9595,"2019-09-30 22:03:34.024","2019-09-30 22:06:35.075",202,203,"Subscriber",NULL,"No"
9641,"2019-09-30 21:56:39.261","2019-09-30 22:06:00.376",310,296,"Subscriber",NULL,"Yes"
12587,"2019-09-30 22:01:49.627","2019-09-30 22:05:30.248",253,266,"Customer",NULL,"No"
12415,"2019-09-30 21:57:29.328","2019-09-30 22:05:12.208",127,59,"Subscriber",NULL,"No"
10855,"2019-09-30 21:44:50.692","2019-09-30 22:04:34.461",19,55,"Subscriber",NULL,"No"
9559,"2019-09-30 21:44:26.394","2019-09-30 22:03:34.835",182,197,"Subscriber",NULL,"No"
12546,"2019-09-30 21:33:23.679","2019-09-30 22:02:26.056",75,142,"Subscriber",NULL,"No"
2691,"2019-09-30 21:52:10.737","2019-09-30 22:01:50.748",58,17,"Subscriber",NULL,"No"
233,"2019-09-30 21:51:09.07","2019-09-30 22:01:43.776",63,75,"Subscriber",NULL,"No"
760,"2019-09-30 21:58:51.484","2019-09-30 22:01:41.992",240,252,"Subscriber",NULL,"No"
12044,"2019-09-30 21:51:47.856","2019-09-30 22:01:08.523",109,114,"Subscriber",NULL,"No"
813,"2019-09-30 21:53:44.997","2019-09-30 22:01:04.567",89,129,"Subscriber",NULL,"No"
11323,"2019-09-30 21:52:33.03","2019-09-30 21:59:40.294",129,386,"Subscriber",NULL,"No"
3243,"2019-09-30 21:52:30.901","2019-09-30 21:59:36.996",129,386,"Subscriber",NULL,"No"
10872,"2019-09-30 21:54:30.481","2019-09-30 21:59:35.008",246,266,"Subscriber",NULL,"No"
12497,"2019-09-30 21:46:30.001","2019-09-30 21:58:56.047",127,58,"Subscriber",NULL,"No"
12964,"2019-09-30 21:51:52.118","2019-09-30 21:58:40.778",296,317,"Subscriber",NULL,"Yes"
3001,"2019-09-30 21:50:07.172","2019-09-30 21:58:06.99",245,254,"Subscriber",NULL,"No"
10556,"2019-09-30 21:33:51.383","2019-09-30 21:57:36.502",93,285,"Subscriber",NULL,"No"
12460,"2019-09-30 21:54:12.392","2019-09-30 21:57:26.629",375,71,"Customer",NULL,"No"
2251,"2019-09-30 21:24:15.446","2019-09-30 21:55:39.838",465,73,"Subscriber",NULL,"No"
1762,"2019-09-30 21:53:09.656","2019-09-30 21:55:10.527",244,245,"Subscriber",NULL,"No"
10348,"2019-09-30 21:43:44.113","2019-09-30 21:54:06.113",88,127,"Subscriber",NULL,"No"
9791,"2019-09-30 21:47:46.605","2019-09-30 21:53:55.484",133,138,"Subscriber",NULL,"No"
1538,"2019-09-30 21:46:19.947","2019-09-30 21:53:24.078",127,144,"Customer",NULL,"No"
2172,"2019-09-30 21:44:06.368","2019-09-30 21:53:18.976",250,254,"Subscriber",NULL,"No"
12685,"2019-09-30 21:44:53.16","2019-09-30 21:52:34.94",175,167,"Customer",NULL,"No"
11082,"2019-09-30 21:46:08.076","2019-09-30 21:52:00.926",440,71,"Customer",NULL,"No"
12787,"2019-09-30 21:48:27.418","2019-09-30 21:51:18.665",355,390,"Subscriber",NULL,"No"
10148,"2019-09-30 21:48:35.635","2019-09-30 21:51:14.672",75,58,"Subscriber",NULL,"No"
12270,"2019-09-30 21:43:19.398","2019-09-30 21:51:10.715",96,133,"Subscriber",NULL,"No"
12153,"2019-09-30 21:40:13.821","2019-09-30 21:50:37.104",25,321,"Subscriber",NULL,"No"
12404,"2019-09-30 21:42:32.003","2019-09-30 21:50:30.006",10,324,"Subscriber",NULL,"No"
9846,"2019-09-30 21:39:44.94","2019-09-30 21:49:28.966",100,44,"Subscriber",NULL,"No"
3130,"2019-09-30 21:43:12.674","2019-09-30 21:49:02.268",129,373,"Customer",NULL,"No"
12355,"2019-09-30 21:39:48.616","2019-09-30 21:47:55.269",183,197,"Subscriber",NULL,"No"
12739,"2019-09-30 21:36:15.454","2019-09-30 21:46:50.536",200,198,"Subscriber",NULL,"No"
10158,"2019-09-30 21:25:28.87","2019-09-30 21:46:32.962",50,120,"Subscriber",NULL,"No"
1585,"2019-09-30 21:40:19.123","2019-09-30 21:45:38.681",270,263,"Subscriber",NULL,"No"
9702,"2019-09-30 21:35:03.874","2019-09-30 21:45:12.088",280,296,"Subscriber",NULL,"Yes"
10120,"2019-09-30 21:36:45.445","2019-09-30 21:45:03.909",280,305,"Subscriber",NULL,"Yes"
9858,"2019-09-30 21:29:59.326","2019-09-30 21:44:45.696",355,66,"Subscriber",NULL,"No"
3413,"2019-09-30 21:41:57.48","2019-09-30 21:44:36.788",31,54,"Subscriber",NULL,"No"
9978,"2019-09-30 21:33:00.813","2019-09-30 21:44:32.32",4,64,"Customer",NULL,"No"
10730,"2019-09-30 21:33:33.535","2019-09-30 21:43:43.477",310,378,"Subscriber",NULL,"Yes"
12235,"2019-09-30 21:37:12.079","2019-09-30 21:43:42.966",253,273,"Customer",NULL,"No"
10832,"2019-09-30 21:27:58.088","2019-09-30 21:43:24.133",107,321,"Customer",NULL,"No"
10246,"2019-09-30 21:31:07.668","2019-09-30 21:43:17.736",250,242,"Subscriber",NULL,"Yes"
9531,"2019-09-30 21:39:37.528","2019-09-30 21:42:37.809",95,73,"Subscriber",NULL,"No"
734,"2019-09-30 21:29:15.6","2019-09-30 21:42:37.272",28,284,"Subscriber",NULL,"No"
2875,"2019-09-30 21:32:18.16","2019-09-30 21:42:33.264",64,336,"Subscriber",NULL,"No"
11116,"2019-09-30 21:29:15.953","2019-09-30 21:42:23.252",28,284,"Subscriber",NULL,"No"
12212,"2019-09-30 21:30:12.544","2019-09-30 21:41:58.402",152,220,"Subscriber",NULL,"No"
11908,"2019-09-30 21:36:57.422","2019-09-30 21:41:26.956",107,133,"Subscriber",NULL,"No"
12609,"2019-09-30 21:36:25.431","2019-09-30 21:41:19.123",112,88,"Subscriber",NULL,"No"
10990,"2019-09-30 21:36:36.219","2019-09-30 21:41:17.521",112,88,"Customer",NULL,"No"
617,"2019-09-30 21:34:17.392","2019-09-30 21:40:44.68",21,50,"Customer",NULL,"No"
2231,"2019-09-30 21:22:44.931","2019-09-30 21:40:11.596",411,4,"Customer",NULL,"No"
12063,"2019-09-30 21:35:46.179","2019-09-30 21:40:11.078",8,17,"Subscriber",NULL,"Yes"
3279,"2019-09-30 21:33:57.656","2019-09-30 21:40:07.736",133,99,"Subscriber",NULL,"No"
12587,"2019-09-30 21:36:04.656","2019-09-30 21:39:56.567",249,253,"Subscriber",NULL,"Yes"
1163,"2019-09-30 21:35:23.038","2019-09-30 21:39:50.772",171,205,"Subscriber",NULL,"No"
10027,"2019-09-30 21:21:40.209","2019-09-30 21:39:48.607",110,39,"Subscriber",NULL,"No"
556,"2019-09-30 21:22:44.859","2019-09-30 21:39:48.215",240,207,"Customer",NULL,"No"
2728,"2019-09-30 21:28:39.972","2019-09-30 21:38:54.158",116,459,"Customer",NULL,"No"
11889,"2019-09-30 21:12:26.082","2019-09-30 21:38:30.855",3,3,"Subscriber",NULL,"No"
12154,"2019-09-30 21:20:54.707","2019-09-30 21:38:20.45",162,177,"Subscriber",NULL,"No"
12383,"2019-09-30 20:53:47.208","2019-09-30 21:37:37.964",25,27,"Subscriber",NULL,"No"
2940,"2019-09-30 21:24:00.842","2019-09-30 21:36:39.139",310,378,"Subscriber",NULL,"Yes"
12315,"2019-09-30 21:28:30.073","2019-09-30 21:35:55.939",34,349,"Subscriber",NULL,"Yes"
12167,"2019-09-30 21:23:05.275","2019-09-30 21:34:51.989",77,364,"Subscriber",NULL,"No"
2997,"2019-09-30 21:10:55.196","2019-09-30 21:34:48.37",171,154,"Customer",NULL,"No"
12734,"2019-09-30 21:19:14.411","2019-09-30 21:34:38.008",30,139,"Subscriber",NULL,"No"
798,"2019-09-30 21:24:45.231","2019-09-30 21:33:53.882",445,30,"Customer",NULL,"No"
9582,"2019-09-30 21:32:37.691","2019-09-30 21:33:49.853",17,20,"Subscriber",NULL,"Yes"
2515,"2019-09-30 21:19:24.637","2019-09-30 21:33:31.237",280,308,"Subscriber",NULL,"Yes"
12412,"2019-09-30 21:26:27.524","2019-09-30 21:33:15.178",324,25,"Subscriber",NULL,"No"
9565,"2019-09-30 21:24:54.848","2019-09-30 21:32:59.733",44,75,"Subscriber",NULL,"No"
12388,"2019-09-30 21:27:54.757","2019-09-30 21:32:03.816",62,88,"Subscriber",NULL,"No"
2422,"2019-09-30 21:17:16.87","2019-09-30 21:31:56.671",239,263,"Subscriber",NULL,"No"
1683,"2019-09-30 21:16:42.746","2019-09-30 21:31:41.897",239,263,"Subscriber",NULL,"No"
236,"2019-09-30 21:16:20.106","2019-09-30 21:31:41.227",239,263,"Subscriber",NULL,"No"
3407,"2019-09-30 21:18:44.447","2019-09-30 21:31:37.839",239,263,"Subscriber",NULL,"No"
9543,"2019-09-30 21:09:15.099","2019-09-30 21:31:33.148",31,134,"Subscriber",NULL,"No"
10382,"2019-09-30 21:09:11.314","2019-09-30 21:31:29.953",31,134,"Subscriber",NULL,"No"
11388,"2019-09-30 21:23:33.81","2019-09-30 21:31:12.616",349,60,"Subscriber",NULL,"No"
9571,"2019-09-30 21:21:14.808","2019-09-30 21:30:34.921",22,66,"Subscriber",NULL,"No"
3635,"2019-09-30 21:13:37.325","2019-09-30 21:30:16.118",358,373,"Customer",NULL,"No"
223,"2019-09-30 21:27:57.665","2019-09-30 21:30:09.767",177,176,"Subscriber",NULL,"Yes"
12274,"2019-09-30 21:06:38.081","2019-09-30 21:29:14.253",249,351,"Subscriber",NULL,"No"
12351,"2019-09-30 20:54:57.465","2019-09-30 21:28:48.721",371,62,"Subscriber",NULL,"No"
10895,"2019-09-30 20:55:05.42","2019-09-30 21:28:37.115",371,62,"Subscriber",NULL,"No"
9773,"2019-09-30 21:26:04.001","2019-09-30 21:28:32.924",96,109,"Subscriber",NULL,"No"
9829,"2019-09-30 21:08:20.633","2019-09-30 21:28:09.674",80,133,"Subscriber",NULL,"No"
12114,"2019-09-30 21:09:56.809","2019-09-30 21:28:06.985",445,96,"Subscriber",NULL,"No"
11791,"2019-09-30 21:24:18.283","2019-09-30 21:27:58.228",13,15,"Subscriber",NULL,"No"
1801,"2019-09-30 21:21:08.337","2019-09-30 21:27:31.595",239,255,"Subscriber",NULL,"No"
11506,"2019-09-30 21:14:38.418","2019-09-30 21:27:14.583",5,121,"Subscriber",NULL,"No"
867,"2019-09-30 21:23:48.695","2019-09-30 21:26:54.415",253,249,"Customer",NULL,"No"
12931,"2019-09-30 21:06:28.021","2019-09-30 21:26:43.875",126,58,"Customer",NULL,"No"
9846,"2019-09-30 21:18:28.836","2019-09-30 21:25:51.589",86,100,"Subscriber",NULL,"No"
12674,"2019-09-30 21:21:30.489","2019-09-30 21:25:22.023",157,155,"Subscriber",NULL,"No"
10492,"2019-09-30 21:12:20.586","2019-09-30 21:25:17.288",378,378,"Subscriber",NULL,"Yes"
12050,"2019-09-30 21:19:53.22","2019-09-30 21:24:43.128",324,44,"Subscriber",NULL,"No"
11354,"2019-09-30 21:17:57.244","2019-09-30 21:24:37.756",278,282,"Subscriber",NULL,"No"
10544,"2019-09-30 21:13:30.432","2019-09-30 21:24:35.321",123,119,"Subscriber",NULL,"No"
12235,"2019-09-30 21:18:05.82","2019-09-30 21:24:21.153",247,253,"Subscriber",NULL,"No"
1782,"2019-09-30 21:19:54.71","2019-09-30 21:24:14.904",350,80,"Subscriber",NULL,"No"
3272,"2019-09-30 21:20:31.288","2019-09-30 21:24:11.575",64,90,"Subscriber",NULL,"No"
12967,"2019-09-30 21:18:43.225","2019-09-30 21:23:46.824",310,316,"Subscriber",NULL,"Yes"
11056,"2019-09-30 21:20:44.377","2019-09-30 21:23:41.809",64,79,"Subscriber",NULL,"No"
9945,"2019-09-30 21:05:27.042","2019-09-30 21:23:15.567",419,126,"Subscriber",NULL,"No"
2688,"2019-09-30 21:19:40.953","2019-09-30 21:22:56.582",321,5,"Subscriber",NULL,"No"
3421,"2019-09-30 21:10:18.62","2019-09-30 21:22:40.932",58,30,"Subscriber",NULL,"No"
11092,"2019-09-30 21:11:17.856","2019-09-30 21:22:30.162",384,42,"Subscriber",NULL,"No"
9640,"2019-09-30 20:59:42.594","2019-09-30 21:22:25.479",115,23,"Subscriber",NULL,"No"
484,"2019-09-30 21:13:51.215","2019-09-30 21:22:17.858",37,465,"Subscriber",NULL,"No"
2299,"2019-09-30 21:12:48.721","2019-09-30 21:22:06.393",58,336,"Subscriber",NULL,"No"
967,"2019-09-30 21:07:09.829","2019-09-30 21:21:58.503",368,63,"Subscriber",NULL,"Yes"
2875,"2019-09-30 21:19:12.714","2019-09-30 21:21:30.423",30,64,"Subscriber",NULL,"No"
12619,"2019-09-30 21:14:39.114","2019-09-30 21:21:06.164",20,284,"Subscriber",NULL,"No"
1404,"2019-09-30 21:19:06","2019-09-30 21:21:00.434",239,247,"Subscriber",NULL,"Yes"
10778,"2019-09-30 21:12:55.632","2019-09-30 21:20:59.439",356,74,"Subscriber",NULL,"No"
2374,"2019-09-30 21:15:23.772","2019-09-30 21:20:57.639",138,146,"Subscriber",NULL,"No"
12769,"2019-09-30 20:46:09.761","2019-09-30 21:20:56.865",93,118,"Subscriber",NULL,"No"
10605,"2019-09-30 21:13:42.821","2019-09-30 21:20:56.347",73,119,"Subscriber",NULL,"No"
10024,"2019-09-30 21:18:19.836","2019-09-30 21:20:27.286",17,22,"Subscriber",NULL,"No"
11437,"2019-09-30 21:11:03.573","2019-09-30 21:20:21.858",95,33,"Subscriber",NULL,"No"
2790,"2019-09-30 21:12:29.443","2019-09-30 21:19:56.873",130,345,"Subscriber",NULL,"No"
11891,"2019-09-30 21:15:01.263","2019-09-30 21:19:49.176",321,61,"Subscriber",NULL,"No"
10994,"2019-09-30 21:17:12.442","2019-09-30 21:19:43.425",386,127,"Subscriber",NULL,"No"
9636,"2019-09-30 21:09:07.165","2019-09-30 21:19:40.337",81,114,"Subscriber",NULL,"No"
2666,"2019-09-30 21:13:12.782","2019-09-30 21:19:34.254",243,268,"Subscriber",NULL,"No"
2361,"2019-09-30 21:08:46.574","2019-09-30 21:19:27.177",238,250,"Subscriber",NULL,"No"
12730,"2019-09-30 21:15:55.429","2019-09-30 21:18:54.707",278,276,"Subscriber",NULL,"Yes"
48,"2019-09-30 21:07:34.724","2019-09-30 21:17:17.192",58,365,"Subscriber",NULL,"No"
